Score,Episodes,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format,cluster
6.07,13,24,0,3,83,52,578,0,1,2
6.59,12,24,1,0,12,53,579,0,1,2
6.05,16,6,2,0,9,34,580,0,1,2
7.16,10,30,1,0,43,20,581,2,1,2
7.32,51,24,1,2,6,182,582,0,0,2
8.03,26,24,1,0,20,122,583,0,1,2
6.21,1,23,0,4,22,9,584,2,1,2
7.88,14,23,1,0,12,78,585,0,4,2
6.55,13,26,1,0,46,190,586,0,2,2
8.2,26,23,1,0,5,0,587,0,1,2
6.13,12,25,0,0,46,87,588,0,2,2
7.31,26,25,1,3,12,182,589,0,6,2
7.67,26,23,0,1,12,6,590,0,2,2
7.53,25,24,2,0,11,299,591,0,1,2
6.95,48,23,1,0,3,299,592,0,0,2
6.76,12,24,1,0,115,6,593,0,26,2
8.01,24,24,1,0,11,15,594,0,1,2
6.58,12,24,1,0,48,22,595,0,1,2
6.7,48,24,1,4,20,206,596,0,0,2
7.21,1,33,1,0,19,72,597,1,4,2
7.33,1,1,1,0,17,1,598,1,4,2
7.34,1,59,1,0,2,1,599,1,4,2
7.33,1,1,1,0,0,1,600,1,4,2
6.87,2,27,2,0,17,15,601,2,1,2
7.09,40,9,1,0,53,39,602,0,0,2
6.91,26,24,1,2,2,146,603,0,0,2
7.62,51,25,1,0,3,299,604,0,0,2
7.79,1,104,0,0,116,39,605,1,1,2
7.07,29,24,1,1,50,19,606,0,26,2
8.46,47,23,2,0,24,182,607,0,1,2
7.35,26,23,1,1,2,206,608,0,0,2
7.46,26,24,1,2,0,5,609,0,0,2
7.58,22,24,1,0,11,62,610,0,1,2
7.21,1,94,1,0,10,3,611,1,1,2
6.88,1,85,0,1,82,54,612,1,1,2
7.69,1,71,1,2,70,5,613,2,0,2
6.4,12,24,1,1,0,8,614,0,1,2
8.05,12,24,0,1,46,182,615,0,1,2
7.82,49,25,3,4,1,206,616,0,0,2
7.55,1,55,1,0,97,299,617,1,1,2
7.02,12,24,1,0,22,5,618,0,1,2
7.35,3,7,1,0,6,0,619,2,1,2
6.38,13,23,1,4,0,21,620,0,0,2
6.34,13,24,1,0,48,22,621,0,0,2
7.04,55,24,1,5,3,3,622,0,1,2
7.56,26,24,2,0,9,30,623,0,1,2
7.23,26,24,1,3,7,5,624,0,1,2
6.58,13,24,0,0,47,50,625,0,1,2
7.08,1,46,2,1,16,62,626,2,1,2
8.96,201,24,1,0,6,206,627,0,1,2
6.65,13,24,1,3,53,6,628,0,1,2
6.44,1,27,1,0,27,78,629,3,0,2
6.65,2,24,1,0,46,171,630,2,0,2
6.63,52,24,1,4,117,4,631,0,6,2
7.05,49,24,1,1,0,206,632,0,5,2
6.98,39,25,1,3,6,206,633,0,0,2
6.06,1,11,1,0,48,10,634,2,1,2
7.95,26,24,0,7,20,5,635,0,2,2
7.27,24,24,0,1,35,4,636,0,6,2
6.88,1,97,1,0,91,3,637,1,1,2
6.6,1,66,1,1,0,46,638,2,1,2
7.27,26,23,1,0,19,12,639,0,4,2
6.98,12,24,2,0,12,55,640,0,0,2
6.77,13,24,1,0,46,72,641,0,4,2
6.43,12,24,1,2,8,182,642,0,1,2
7.89,6,30,2,0,53,46,643,2,0,2
7.64,142,24,3,0,3,14,644,0,1,2
7.26,11,22,0,1,18,0,645,0,1,2
6.68,44,24,1,4,57,299,646,0,0,2
7.94,39,25,1,0,25,182,647,0,4,2
7.17,25,24,1,1,0,21,648,0,0,2
7.36,26,24,1,3,118,14,649,0,5,2
7.33,26,20,1,3,118,14,650,0,5,2
7.1,35,25,1,0,6,55,651,0,26,2
8.2,26,24,3,2,2,72,652,0,1,2
5.54,8,13,2,0,26,15,653,0,0,2
7.99,109,25,0,1,3,299,654,0,1,2
7.6,26,25,1,1,25,146,655,0,1,2
7.37,47,23,1,1,2,236,656,0,1,2
7.0,50,24,3,1,18,162,657,0,1,2
6.7,2,30,2,7,106,56,658,2,2,2
6.58,24,24,1,4,20,4,659,0,0,2
7.35,2,29,3,4,6,32,660,2,1,2
7.16,2,32,2,4,66,32,661,2,1,2
6.55,1,90,1,1,119,184,662,1,26,2
5.84,3,29,2,0,12,17,663,2,0,2
5.76,1,5,3,0,12,17,664,2,0,2
7.15,13,25,1,0,90,299,665,0,4,2
7.1,13,25,1,0,27,62,666,0,0,2
7.95,13,23,1,0,24,35,667,2,1,2
7.92,34,24,1,0,22,299,668,0,1,2
7.03,26,23,1,0,10,15,669,0,1,2
7.71,42,25,1,1,71,299,670,0,1,2
6.66,1,23,1,3,12,373,671,3,0,2
7.67,6,30,2,0,0,46,672,2,0,2
6.61,26,22,1,2,2,5,673,0,26,2
7.75,6,30,1,0,8,5,674,2,1,2
7.63,2,30,1,0,8,5,675,2,1,2
6.46,2,8,0,0,0,215,676,3,1,2
7.23,24,25,0,7,11,15,677,0,0,2
7.02,2,24,3,0,9,1,678,3,0,2
7.69,1,30,1,0,17,78,679,3,1,2
7.09,2,30,2,3,10,182,680,2,1,2
7.17,24,25,1,0,9,1,681,0,4,2
6.82,23,24,1,0,9,1,682,0,4,2
6.57,13,24,1,1,6,182,683,0,4,2
6.91,3,30,0,1,6,182,684,2,4,2
7.4,44,24,1,3,2,30,685,0,1,2
8.03,4,23,1,3,0,0,686,2,0,2
7.01,13,25,2,0,27,62,687,0,0,2
6.11,2,29,1,5,0,3,688,2,1,2
6.92,1,105,3,2,18,39,689,1,5,2
7.48,1,118,3,3,70,123,690,1,1,2
7.34,1,119,1,12,34,123,691,1,0,2
5.09,1,33,1,2,119,39,692,1,0,2
6.81,1,80,3,3,36,3,693,1,5,2
8.27,1,87,1,1,0,182,694,1,0,2
5.88,2,30,2,10,120,22,695,2,2,2
6.41,2,30,1,3,121,6,696,2,2,2
6.9,47,25,1,3,122,14,697,0,1,2
6.44,1,46,2,3,24,182,698,2,1,2
6.45,1,54,2,3,24,15,699,2,1,2
6.72,2,50,0,1,10,182,700,2,1,2
7.03,12,24,1,0,20,50,701,0,1,2
6.38,13,25,1,7,27,171,702,0,0,2
6.92,1,63,3,2,123,57,703,1,8,2
7.5,76,25,1,0,18,299,704,0,1,2
6.13,1,19,1,0,7,15,705,2,1,2
6.26,16,3,2,0,9,50,706,0,1,2
7.4,24,8,2,0,27,46,707,0,1,2
7.31,7,30,2,0,0,43,708,2,1,2
8.02,101,25,1,3,3,50,709,0,1,2
7.45,40,23,1,1,22,206,710,0,0,2
7.41,5,11,2,1,116,39,711,2,0,2
7.34,1,10,3,0,11,182,712,1,1,2
7.05,4,34,0,1,27,62,713,2,0,2
7.21,5,37,1,1,0,4,714,2,5,2
6.76,24,24,0,0,12,1,715,0,0,2
6.34,13,24,1,3,2,2,716,0,1,2
6.47,3,40,0,5,40,299,717,2,2,2
7.55,48,25,1,0,43,3,718,0,1,2
7.94,36,25,1,1,14,171,719,0,0,2
7.97,1,115,1,1,14,171,720,1,0,2
7.3,1,140,1,1,20,206,721,1,0,2
7.39,1,135,1,1,20,206,722,1,0,2
7.78,1,140,1,1,20,206,723,1,0,2
6.4,136,23,1,0,22,29,724,0,1,2
7.55,1,99,1,3,0,5,725,1,0,2
7.9,1,108,1,3,0,15,726,1,0,2
5.97,13,26,2,3,51,30,727,0,2,2
6.12,3,30,1,0,17,1,728,2,5,2
6.69,13,25,2,0,62,6,729,0,0,2
5.96,1,28,1,0,116,39,730,1,0,2
6.44,1,82,2,1,85,182,731,1,5,2
7.13,26,24,1,2,13,5,732,0,1,2
6.68,1,24,0,3,5,182,733,3,1,2
7.09,39,25,1,0,88,36,734,0,1,2
6.8,1,78,1,0,124,4,735,2,0,2
6.3,3,30,2,10,125,22,736,2,2,2
5.76,1,37,1,11,24,1,737,2,1,2
7.14,1,99,3,3,0,34,738,1,5,2
7.36,1,80,1,0,4,6,739,1,26,2
7.09,1,91,1,0,4,6,740,1,26,2
6.92,1,79,1,0,4,6,741,1,26,2
7.18,1,74,1,0,4,6,742,1,26,2
6.76,1,81,1,0,2,6,743,1,26,2
6.98,1,98,1,0,4,6,744,1,26,2
6.72,25,24,1,2,2,299,745,0,1,2
7.14,1,25,1,4,0,206,746,3,4,2
7.23,13,47,1,4,0,6,747,0,0,2
6.75,12,23,2,0,42,17,748,0,1,2
6.97,12,23,2,0,42,17,749,0,1,2
6.88,1,24,1,0,42,17,750,3,1,2
6.54,1,100,2,1,126,58,751,1,0,2
7.15,50,23,1,0,3,299,752,0,0,2
7.18,26,24,1,0,5,62,753,0,0,2
7.02,1,1,1,1,127,78,754,2,0,2
6.98,32,23,1,2,22,299,755,0,0,2
7.07,52,24,1,0,2,146,756,0,26,2
7.11,1,95,1,2,18,4,757,1,0,2
8.26,12,23,1,3,3,1,758,0,1,2
7.37,1,43,2,0,27,62,759,2,0,2
7.26,1,30,1,0,5,62,760,2,0,2
5.99,4,47,2,7,23,182,761,2,5,2
6.93,4,36,1,0,128,193,762,2,1,2
6.95,6,30,1,0,1423,1,763,2,1,2
6.07,4,27,1,1,29,4,764,0,0,2
6.2,25,24,1,1,2,4,765,0,26,2
6.3,3,30,2,0,1,26,766,2,1,2
6.65,25,24,1,0,17,1,767,0,1,2
6.11,2,30,2,0,17,1,768,2,1,2
6.53,48,15,1,5,8,3,769,0,0,2
6.86,6,30,1,4,124,98,770,2,26,2
6.0,12,24,0,1,22,59,771,0,1,2
6.66,3,45,0,3,27,62,772,2,0,2
7.37,3,29,1,0,17,1,773,2,4,2
7.33,3,29,1,0,0,1,774,2,4,2
7.83,26,23,1,0,129,1,775,0,4,2
6.04,13,25,1,0,4,1,776,0,0,2
6.67,4,28,0,4,0,1,777,2,1,2
6.45,3,52,2,1,130,62,778,2,0,2
7.07,26,25,1,4,19,182,779,0,0,2
6.95,25,24,0,0,17,3,780,0,1,2
6.66,4,30,2,0,0,32,781,2,1,2
6.64,6,30,1,1,0,34,782,2,0,2
5.62,3,30,2,1,51,26,783,2,26,2
7.03,26,22,1,0,68,33,784,0,4,2
6.5,6,32,1,0,2,62,785,2,0,2
6.9,26,22,1,0,2,62,786,0,0,2
6.57,3,23,1,0,0,182,787,2,1,2
6.52,26,24,1,1,0,5,788,0,1,2
7.23,6,27,1,0,0,72,789,2,5,2
6.31,13,24,1,0,95,30,790,0,4,2
6.65,12,24,1,0,42,25,791,0,0,2
7.33,13,23,1,0,48,1,792,0,4,2
7.21,12,5,1,0,0,41,793,0,1,2
6.6,12,25,1,0,95,30,794,0,2,2
5.8,26,24,1,2,9,60,795,0,0,2
6.16,1,24,1,1,131,259,796,2,26,2
6.66,1,22,3,2,0,61,797,1,0,2
7.02,1,47,1,1,5,182,798,1,1,2
8.33,24,24,2,0,25,4,799,0,5,2
7.72,1,115,1,1,71,34,800,1,0,2
7.51,26,25,1,4,132,72,801,0,0,2
6.88,10,24,3,0,22,299,802,0,1,2
5.51,1,30,1,3,86,1,803,2,1,2
6.73,13,24,1,0,19,10,804,0,1,2
6.35,52,25,1,0,6,299,805,0,6,2
7.31,26,25,1,3,8,41,806,0,1,2
6.12,13,24,1,1,32,182,807,0,9,2
6.97,3,45,0,1,0,45,808,2,1,2
5.74,4,50,2,4,57,62,809,2,1,2
6.01,2,27,0,0,133,10,810,2,1,2
6.84,12,23,1,3,0,43,811,0,0,2
6.05,1,25,1,0,12,190,812,2,0,2
7.59,39,24,1,3,22,299,813,0,1,2
7.43,1,47,0,3,14,206,814,2,0,2
6.78,24,24,0,3,134,63,815,0,1,2
5.83,1,50,2,1,23,182,816,2,1,2
7.13,13,24,0,1,135,41,817,0,1,2
6.9,1,55,1,1,136,206,818,2,26,2
6.96,26,24,1,0,136,206,819,0,26,2
7.3,26,24,1,0,2,8,820,0,1,2
7.54,39,25,1,0,25,46,821,0,0,2
5.37,1,87,1,1,25,46,822,1,0,2
7.23,1,80,1,4,24,299,823,1,1,2
7.05,54,24,3,0,20,171,824,0,0,2
6.33,6,24,1,4,0,62,825,2,0,2
6.47,3,30,2,2,137,24,826,2,2,2
5.85,1,1,1,1,32,182,827,2,9,2
5.94,1,58,2,1,138,182,828,2,1,2
6.38,1,48,0,1,0,62,829,2,1,2
5.6,2,39,2,0,23,62,830,2,1,2
6.13,4,30,2,10,44,22,831,2,1,2
6.49,7,26,1,1,19,190,832,2,26,2
7.69,39,27,1,4,139,3,833,0,5,2
6.29,6,36,2,0,43,182,834,2,0,2
7.68,19,24,1,7,6,3,835,0,0,2
6.03,3,30,1,0,9,19,836,2,2,2
5.32,1,47,2,1,140,64,837,2,0,2
5.03,1,48,2,1,140,64,838,2,0,2
7.29,7,30,1,0,53,5,839,2,0,2
7.56,16,25,1,0,53,206,840,2,0,2
6.75,1,102,0,4,0,182,841,1,0,2
7.36,5,27,2,1,8,4,842,0,0,2
7.69,195,25,1,0,3,5,843,0,1,2
6.51,1,48,1,0,8,24,844,2,0,2
6.41,1,45,2,0,8,89,845,2,0,2
6.46,1,53,1,0,8,89,846,2,0,2
7.21,13,24,1,13,6,318,847,4,0,2
6.64,24,10,1,0,8,24,848,0,1,2
7.13,26,25,1,0,20,8,849,0,0,2
7.24,50,25,1,0,3,299,850,0,0,2
6.33,26,25,1,1,3,206,851,0,0,2
6.96,52,20,1,8,6,15,852,0,1,2
6.67,1,29,1,6,0,15,853,3,1,2
6.1,4,45,1,3,16,1,854,2,1,2
7.07,1,79,3,3,2,182,855,1,5,2
6.3,26,25,3,0,3,14,856,0,0,2
6.3,25,24,1,0,3,299,857,0,1,2
5.43,2,30,0,1,90,1,858,2,1,2
6.28,3,24,2,4,0,62,859,2,0,2
7.29,8,41,1,4,16,62,860,2,0,2
6.54,3,45,1,1,141,130,861,2,0,2
6.02,12,24,1,1,62,184,862,0,0,2
6.57,3,30,2,1,114,62,863,2,0,2
5.94,6,30,2,1,46,65,864,2,0,2
7.18,3,45,0,1,85,182,865,2,0,2
6.97,3,58,2,1,142,2,866,2,5,2
6.33,2,30,2,10,44,22,867,2,2,2
6.37,1,100,1,4,90,67,868,1,26,2
8.04,1,100,1,0,143,102,869,1,1,2
6.45,1,10,1,0,144,5,870,1,6,2
7.11,13,25,3,3,25,162,871,0,1,2
7.54,47,24,1,0,0,5,872,0,1,2
7.26,26,23,1,4,124,6,873,0,1,2
7.22,1,90,1,1,0,206,874,3,4,2
5.83,6,15,2,0,120,62,875,2,1,2
6.99,4,28,1,1,8,62,876,2,1,2
5.63,2,30,2,10,38,66,877,2,2,2
6.31,10,30,2,10,38,66,878,2,2,2
6.13,5,30,2,10,38,66,879,2,2,2
6.23,3,30,2,10,38,22,880,2,2,2
7.13,49,25,1,0,14,19,881,0,0,2
6.84,4,30,1,0,14,19,882,2,0,2
6.97,3,24,1,0,0,19,883,2,0,2
6.93,1,33,1,0,14,19,884,1,0,2
6.74,6,30,2,10,106,56,885,2,2,2
5.72,2,30,2,10,145,22,886,2,2,2
6.66,5,30,2,10,120,15,887,2,2,2
6.58,5,5,1,4,146,15,888,0,0,2
7.29,13,24,1,4,0,15,889,0,0,2
5.69,6,28,2,0,19,19,890,2,0,2
7.67,23,25,1,0,102,55,891,0,1,2
7.09,1,91,1,0,5,102,892,3,1,2
7.17,1,97,1,0,5,55,893,1,1,2
7.8,155,25,2,0,5,55,894,0,1,2
6.04,1,50,2,0,5,102,895,2,1,2
7.28,1,73,1,0,43,55,896,1,1,2
5.71,13,23,2,1,9,182,897,0,5,2
6.34,2,54,2,1,63,62,898,2,0,2
7.26,26,24,1,0,0,206,899,0,0,2
8.18,96,25,2,0,99,5,900,0,1,2
7.39,13,23,2,1,124,182,901,0,0,2
6.49,12,23,1,1,3,17,902,0,0,2
6.92,15,34,1,1,8,3,903,2,0,2
7.46,49,25,0,1,20,171,904,0,0,2
7.73,3,37,1,3,0,182,905,1,1,2
6.88,10,22,0,1,6,5,906,0,1,2
6.64,26,23,1,4,90,45,907,0,0,2
6.12,1,48,0,1,24,3,908,2,1,2
7.93,51,25,1,0,6,206,909,0,1,2
8.05,103,23,1,0,6,102,910,0,1,2
7.61,24,23,0,3,5,182,911,0,1,2
6.09,2,38,0,1,77,1,912,2,1,2
7.86,35,25,3,0,2,3,913,0,1,2
8.04,102,22,1,0,2,126,914,0,1,2
6.68,1,24,1,0,0,146,915,3,0,2
6.91,3,14,2,0,12,55,916,3,0,2
7.16,26,24,1,1,147,52,917,0,0,2
6.09,1,83,0,4,148,1,918,1,1,2
7.14,12,25,0,0,40,50,919,0,4,2
6.21,4,24,2,0,0,72,920,2,1,2
6.21,20,25,0,3,22,24,921,0,1,2
6.68,13,25,1,0,149,122,922,0,1,2
6.97,6,24,1,0,42,17,923,2,1,2
7.07,153,22,1,0,90,48,924,0,1,2
6.8,26,24,1,0,20,98,925,0,1,2
8.19,12,24,0,1,46,182,926,0,1,2
7.74,12,50,1,3,150,162,927,2,1,2
7.22,13,25,3,2,53,15,928,0,0,2
6.87,1,69,1,0,4,6,929,3,26,2
7.31,1,100,1,1,82,6,930,1,26,2
6.48,1,42,1,0,4,6,931,4,26,2
5.25,3,27,1,0,1,141,932,2,0,2
8.01,24,24,1,3,10,78,933,0,2,2
6.71,12,24,1,0,12,380,934,0,2,2
6.69,51,24,3,0,7,6,935,0,1,2
7.13,49,24,3,0,58,299,936,0,0,2
8.63,37,23,0,6,24,182,937,0,1,2
7.35,26,24,1,0,24,8,938,0,1,2
6.3,22,25,1,1,9,299,939,0,1,2
7.18,24,23,0,0,35,62,940,0,1,2
6.69,22,27,0,1,22,24,941,0,1,2
6.11,26,25,1,1,0,206,942,0,0,2
6.68,3,28,1,4,0,43,943,2,26,2
7.02,26,23,1,0,151,18,944,0,1,2
7.2,42,24,3,3,3,299,945,0,1,2
6.76,104,24,1,3,3,55,946,0,1,2
6.89,4,36,1,1,57,6,947,2,1,2
7.07,12,25,1,3,12,1,948,0,1,2
7.07,25,24,1,0,80,3,949,0,26,2
7.13,4,40,2,2,0,43,950,2,1,2
7.59,26,23,1,1,20,5,951,0,4,2
8.11,50,25,1,0,2,102,952,0,1,2
5.05,3,30,2,1,152,1,953,2,26,2
6.18,12,24,1,14,62,17,954,0,2,2
7.09,192,24,1,0,2,6,955,0,26,2
7.2,191,23,1,0,2,6,956,0,26,2
8.14,1,108,0,4,0,15,957,3,1,2
7.55,43,22,3,5,18,102,958,0,1,2
6.91,22,24,1,0,12,30,959,0,1,2
7.06,12,24,1,0,19,9,960,0,2,2
6.41,12,25,1,0,149,41,961,0,2,2
7.81,25,25,1,0,2,1,962,0,4,2
6.98,51,24,1,0,2,5,963,0,1,2
8.72,25,24,0,1,0,206,964,0,0,2
7.13,26,24,1,1,0,206,965,4,0,2
7.46,4,30,1,0,0,5,966,2,1,2
6.88,13,23,1,0,12,21,967,0,26,2
7.48,25,24,1,0,6,67,968,0,2,2
6.12,2,1,1,5,0,77,969,2,1,2
6.63,12,24,1,0,4,6,970,0,2,2
6.28,2,50,1,1,6,19,971,2,1,2
6.26,12,25,0,1,6,68,972,0,1,2
6.93,2,27,1,0,0,89,973,2,0,2
6.92,25,23,0,7,6,0,974,0,0,2
7.37,11,23,1,3,8,27,975,0,1,2
6.28,12,23,1,0,12,32,976,0,6,2
7.03,11,21,1,0,3,126,977,0,1,2
7.93,26,25,0,7,6,5,978,0,0,2
5.25,4,29,1,0,12,18,979,2,0,2
7.09,22,23,0,3,35,4,980,0,0,2
7.07,13,24,2,3,40,89,981,0,0,2
6.84,25,24,1,1,20,6,982,0,26,2
8.18,203,24,1,0,2,41,983,0,1,2
7.63,52,24,1,0,53,206,984,0,1,2
6.39,12,24,1,3,9,30,985,0,1,2
7.49,20,25,2,0,0,69,986,0,1,2
7.27,4,30,2,1,12,206,987,2,0,2
7.4,52,24,1,1,2,182,988,0,1,2
6.48,4,21,1,0,74,67,989,0,1,2
6.6,26,25,1,1,17,1,990,0,5,2
7.1,1,24,1,0,19,18,991,2,1,2
5.81,4,28,2,0,51,102,992,2,1,2
5.61,1,46,0,1,6,15,993,2,0,2
6.06,13,24,0,1,136,215,994,0,1,2
6.66,26,25,2,1,57,102,995,0,1,2
6.06,2,26,2,8,38,66,996,2,2,2
6.5,3,30,2,10,120,70,997,2,2,2
6.5,2,30,2,10,120,36,998,2,2,2
6.84,41,23,3,2,3,14,999,0,8,2
4.37,1,34,2,10,153,71,1000,2,0,2
7.44,51,24,1,2,13,3,1001,0,1,2
5.87,2,28,1,2,154,1,1002,2,0,2
4.74,2,37,2,1,1,181,1003,2,1,2
6.85,2,24,1,0,42,17,1004,2,1,2
7.59,26,25,1,1,53,50,1005,0,0,2
7.42,26,24,1,1,155,50,1006,0,0,2
7.07,25,23,1,1,74,72,1007,0,0,2
6.83,1,26,1,0,12,30,1008,2,1,2
7.33,12,24,2,0,6,30,1009,0,0,2
4.18,3,30,1,1,138,1,1010,2,0,2
6.5,1,39,2,0,43,102,1011,2,1,2
6.66,24,15,2,1,8,24,1012,0,1,2
6.45,25,25,1,1,57,299,1013,0,1,2
5.22,13,24,1,1,136,33,1014,0,1,2
6.93,52,20,1,0,52,182,1015,0,1,2
6.68,51,21,1,0,52,14,1016,0,1,2
6.59,1,70,3,0,36,14,1017,1,1,2
6.27,3,30,1,1,17,1,1018,2,5,2
6.48,48,26,1,0,156,182,1019,0,26,2
7.27,47,27,3,1,3,122,1020,0,1,2
6.56,13,25,1,1,136,50,1021,0,26,2
7.28,50,25,1,1,2,18,1022,0,1,2
6.47,4,30,2,1,157,21,1023,2,2,2
5.85,26,21,1,0,4,30,1024,0,1,2
7.45,1,93,1,0,2,3,1025,1,1,2
7.66,24,23,0,3,158,4,1026,0,1,2
6.52,26,23,1,0,0,206,1027,0,0,2
7.02,6,24,0,1,39,146,1028,2,1,2
8.32,23,22,1,0,18,1,1029,0,1,2
7.66,24,24,1,2,17,4,1030,0,8,2
6.46,12,24,0,1,0,5,1031,0,1,2
6.58,13,25,1,1,2,110,1032,0,1,2
6.9,51,24,1,0,2,299,1033,0,1,2
7.06,1,75,1,0,4,6,1034,3,26,2
6.93,56,21,1,0,2,8,1035,0,26,2
6.24,13,24,1,1,2,50,1036,0,1,2
7.73,2,24,1,0,93,11,1037,3,1,2
6.77,12,23,1,3,136,8,1038,0,1,2
7.27,26,24,1,0,67,9,1039,0,1,2
6.39,26,25,1,2,36,122,1040,0,0,2
5.33,6,7,1,0,159,30,1041,4,2,2
6.98,12,24,0,1,29,182,1042,0,26,2
6.84,12,24,1,2,12,73,1043,0,2,2
7.42,52,24,1,0,2,3,1044,0,1,2
7.18,4,32,1,1,65,25,1045,2,26,2
7.12,1,27,1,0,19,18,1046,2,1,2
6.48,1,27,1,1,0,36,1047,2,0,2
8.16,500,23,1,0,6,3,1048,0,1,2
7.15,14,24,1,1,160,102,1049,2,1,2
7.11,12,24,1,0,46,373,1050,0,1,2
5.51,11,24,0,1,22,259,1051,0,1,2
5.48,4,14,1,0,26,15,1052,3,0,2
6.56,12,45,0,3,3,99,1053,2,5,2
7.3,172,21,3,0,161,30,1054,0,1,2
7.45,7,27,1,1,0,206,1055,2,0,2
5.28,1,16,1,0,155,15,1056,2,26,2
6.59,1,56,2,1,162,74,1057,2,1,2
6.92,6,37,1,1,10,1,1058,2,4,2
5.75,1,45,0,1,17,1,1059,2,4,2
6.78,4,27,1,1,66,98,1060,2,6,2
5.99,12,21,0,0,27,3,1061,0,0,2
5.78,3,30,2,10,38,66,1062,2,2,2
6.5,12,25,1,1,39,299,1063,0,1,2
7.04,1,25,1,1,0,21,1064,3,0,2
5.65,12,24,1,1,17,98,1065,0,1,2
6.21,1,55,1,1,0,15,1066,1,4,2
6.25,2,29,2,10,113,338,1067,2,0,2
5.6,3,26,2,10,120,22,1068,2,2,2
6.42,2,29,2,10,106,75,1069,2,2,2
7.0,3,26,2,10,163,274,1070,2,2,2
6.89,26,25,1,1,164,206,1071,0,0,2
6.39,1,80,2,1,85,182,1072,1,4,2
6.4,1,55,2,0,71,206,1073,2,4,2
7.08,1,81,1,0,21,206,1074,1,4,2
6.67,6,27,1,0,5,206,1075,2,4,2
7.03,2,23,1,0,71,206,1076,2,4,2
6.45,12,24,2,0,29,163,1077,0,2,2
7.28,26,24,1,0,8,21,1078,0,1,2
6.48,12,24,1,3,136,17,1079,0,1,2
5.56,2,29,2,1,10,77,1080,2,0,2
3.67,12,5,1,4,165,76,1081,0,0,2
7.66,3,24,1,0,12,32,1082,2,1,2
7.39,1,90,1,1,60,1,1083,1,4,2
6.46,78,24,1,0,2,102,1084,0,26,2
6.85,1,23,2,0,72,10,1085,3,1,2
7.78,26,23,2,1,5,182,1086,0,1,2
5.46,2,25,2,1,5,6,1087,2,26,2
6.18,3,30,2,10,38,66,1088,2,2,2
6.61,6,30,0,1,62,141,1089,2,5,2
7.79,1,83,1,3,166,182,1090,1,1,2
7.37,1,86,1,3,167,182,1091,1,1,2
7.04,65,25,1,2,18,6,1092,0,8,2
8.17,26,25,1,1,18,15,1093,0,5,2
6.95,1,115,1,2,43,123,1094,1,5,2
6.18,4,25,2,1,16,62,1095,2,1,2
5.18,1,100,0,1,168,77,1096,1,1,2
6.54,12,24,1,0,104,13,1097,0,2,2
6.81,12,24,1,0,42,25,1098,0,4,2
7.49,12,23,1,0,48,1,1099,0,4,2
8.27,26,25,1,3,25,30,1100,0,1,2
6.91,26,24,3,0,0,3,1101,0,1,2
7.15,26,25,1,3,25,107,1102,0,0,2
7.45,12,24,1,0,6,18,1103,0,3,2
6.22,7,5,1,0,12,87,1104,4,2,2
6.91,2,77,0,3,53,182,1105,3,1,2
7.28,12,24,3,0,42,25,1106,0,0,2
7.15,14,24,0,1,124,28,1107,0,26,2
6.29,1,8,1,1,31,4,1108,2,0,2
6.99,12,24,1,2,83,21,1109,0,26,2
6.3,11,23,1,0,8,4,1110,0,6,2
6.3,12,23,1,3,58,299,1111,0,0,2
7.0,3,23,0,0,5,182,1112,3,1,2
7.37,37,25,1,4,96,58,1113,0,1,2
6.03,4,15,2,0,26,15,1114,3,0,2
7.36,26,25,3,3,25,102,1115,0,5,2
6.48,1,50,2,1,23,182,1116,2,1,2
6.3,26,3,1,0,7,87,1117,0,1,2
6.34,12,24,3,0,0,11,1118,0,0,2
6.07,12,24,1,0,2,4,1119,0,26,2
7.08,52,24,3,0,7,1,1120,0,0,2
7.77,24,24,1,0,12,78,1121,0,3,2
8.23,24,24,0,7,10,5,1122,0,2,2
6.82,1,6,1,2,0,182,1123,14,1,2
6.98,50,25,1,0,25,8,1124,0,0,2
6.81,25,25,1,0,25,50,1125,0,0,2
6.59,1,101,1,0,7,126,1126,1,1,2
6.73,3,30,2,10,106,78,1127,2,2,2
6.76,51,24,3,4,169,206,1128,0,0,2
7.09,1,91,1,1,99,215,1129,1,1,2
7.76,15,24,0,3,5,182,1130,2,1,2
7.48,5,46,2,0,85,1,1131,2,1,2
8.07,39,25,1,0,25,182,1132,0,4,2
7.65,26,25,1,0,46,12,1133,0,0,2
7.08,1,102,1,0,99,3,1134,1,1,2
7.83,1,95,1,0,99,3,1135,1,1,2
6.98,1,95,1,0,99,5,1136,1,1,2
6.77,1,95,1,0,99,5,1137,1,1,2
6.84,1,77,1,0,99,182,1138,1,1,2
6.06,1,4,3,15,9,79,1139,14,1,2
5.59,1,29,2,1,84,62,1140,2,0,2
5.92,1,44,0,1,43,6,1141,2,0,2
6.94,47,25,3,0,58,299,1142,0,0,2
6.79,1,70,3,0,96,299,1143,1,0,2
7.14,49,24,3,1,58,299,1144,0,0,2
5.68,1,30,1,1,170,9,1145,2,2,2
6.81,4,67,2,1,1,62,1146,2,0,2
5.53,1,30,2,2,21,22,1147,2,26,2
6.1,2,50,1,1,17,107,1148,2,6,2
5.91,1,51,0,0,171,62,1149,2,1,2
6.91,12,23,1,4,40,80,1150,0,4,2
8.06,1,90,2,2,172,182,1151,1,5,2
